LOJA;CUPOM;DATA DA VENDA;ID_CLIENTE;VENDEDOR;COD_VENDA;QUANTIDADE TOTAL;VALOR VENDA;VALOR PAGO;VALOR CANCELADO
251313;2;2016-11-03 00:00:00.000;NULL;8080;BB ;0;0.00;0.00;28.90
251313;3;2016-11-03 00:00:00.000;NULL;8071;BB ;0;0.00;0.00;49.90
251313;4;2016-11-03 00:00:00.000;NULL;8071;BB ;1;35.90;35.90;0.00
251313;5;2016-11-03 00:00:00.000;NULL;8071;BB ;2;68.80;68.80;0.00
251313;6;2016-11-03 00:00:00.000;NULL;8071;BB ;0;0.00;0.00;47.90
251313;7;2016-11-03 00:00:00.000;NULL;8080;BB ;2;94.80;94.80;0.00
251313;8;2016-11-03 00:00:00.000;NULL;8071;BB ;2;74.80;74.80;0.00
251313;9;2016-11-03 00:00:00.000;NULL;8080;BB ;0;0.00;0.00;46.90
251313;10;2016-11-03 00:00:00.000;NULL;8071;BB ;0;0.00;0.00;86.60
251313;11;2016-11-03 00:00:00.000;NULL;8080;BB ;3;45.70;45.70;0.00
251313;12;2016-11-03 00:00:00.000;NULL;8071;BB ;4;110.60;110.60;0.00
251313;13;2016-11-03 00:00:00.000;NULL;8071;BB ;0;0.00;0.00;0.00
251313;14;2016-11-03 00:00:00.000;NULL;8071;BB ;1;62.90;62.90;0.00
251313;15;2016-11-03 00:00:00.000;NULL;8080;BB ;4;70.60;70.60;0.00
251313;16;2016-11-03 00:00:00.000;NULL;8071;BB ;2;61.80;61.80;0.00
251313;17;2016-11-03 00:00:00.000;NULL;8071;BB ;1;47.90;47.90;0.00
251313;18;2016-11-03 00:00:00.000;NULL;8071;BB ;1;28.90;28.90;0.00
251313;19;2016-11-03 00:00:00.000;NULL;UGB ;7O ;4;82.60;82.60;0.00
251313;20;2016-11-03 00:00:00.000;NULL;UGB ;7O ;3;119.70;119.70;0.00
251313;21;2016-11-03 00:00:00.000;NULL;8080;7O ;2;82.80;82.80;0.00
251313;22;2016-11-03 00:00:00.000;NULL;UGB ;7O ;2;50.80;50.80;0.00
251313;23;2016-11-03 00:00:00.000;NULL;UGB ;7O ;4;82.60;82.60;0.00
251313;24;2016-11-03 00:00:00.000;NULL;UGB ;7O ;1;58.90;58.90;0.00
251313;25;2016-11-03 00:00:00.000;NULL;UGB ;7O ;3;98.70;98.70;0.00
251313;26;2016-11-03 00:00:00.000;NULL;8071;7O ;2;86.80;86.80;0.00
251313;27;2016-11-03 00:00:00.000;NULL;8071;7O ;4;84.80;84.80;0.00
251313;28;2016-11-03 00:00:00.000;NULL;8080;7O ;2;61.80;61.80;0.00
251313;29;2016-11-03 00:00:00.000;NULL;8080;7O ;4;176.60;176.60;0.00
251313;30;2016-11-04 00:00:00.000;NULL;UED ;7O ;2;87.80;87.80;0.00
251313;31;2016-11-04 00:00:00.000;NULL;UGB ;7O ;1;14.90;14.90;0.00
251313;32;2016-11-04 00:00:00.000;NULL;8071;7O ;1;43.90;43.90;0.00
251313;33;2016-11-04 00:00:00.000;NULL;UGB ;7O ;1;14.90;14.90;0.00
251313;34;2016-11-04 00:00:00.000;NULL;UGB ;7O ;2;41.80;41.80;0.00
251313;35;2016-11-04 00:00:00.000;NULL;UED ;7O ;1;37.90;37.90;0.00
251313;36;2016-11-04 00:00:00.000;NULL;8071;7O ;2;83.80;83.80;0.00
251313;37;2016-11-04 00:00:00.000;NULL;UGB ;7O ;2;74.80;74.80;0.00
251313;38;2016-11-04 00:00:00.000;NULL;8071;7O ;1;35.90;35.90;0.00
251313;39;2016-11-04 00:00:00.000;NULL;UED ;7O ;1;46.90;46.90;0.00
251313;40;2016-11-04 00:00:00.000;NULL;8071;7O ;3;45.70;45.70;0.00
251313;41;2016-11-04 00:00:00.000;NULL;8071;7O ;1;39.90;39.90;0.00
251313;42;2016-11-04 00:00:00.000;NULL;8080;7O ;1;33.90;33.90;0.00
251313;43;2016-11-04 00:00:00.000;NULL;8071;7O ;4;108.60;108.60;0.00
251313;44;2016-11-04 00:00:00.000;NULL;UGB ;7O ;2;77.80;77.80;0.00
251313;45;2016-11-04 00:00:00.000;NULL;8080;7O ;1;35.90;35.90;0.00
251313;46;2016-11-04 00:00:00.000;NULL;8080;7O ;1;43.90;43.90;0.00
251313;47;2016-11-04 00:00:00.000;NULL;8071;7O ;1;38.90;38.90;0.00
251313;48;2016-11-04 00:00:00.000;NULL;8080;7O ;6;390.00;390.00;0.00
251313;49;2016-11-04 00:00:00.000;NULL;8071;7O ;2;87.80;87.80;0.00
251313;50;2016-11-04 00:00:00.000;NULL;8071;7O ;2;59.80;59.80;0.00
251313;51;2016-11-04 00:00:00.000;NULL;8080;7O ;2;51.80;51.80;0.00
251313;52;2016-11-04 00:00:00.000;NULL;8071;7O ;2;64.80;64.80;0.00
251313;53;2016-11-04 00:00:00.000;NULL;8080;7O ;1;46.90;46.90;0.00
251313;54;2016-11-05 00:00:00.000;NULL;UGB ;7O ;1;58.90;58.90;0.00
251313;55;2016-11-05 00:00:00.000;NULL;UED ;7O ;1;28.90;28.90;0.00
251313;56;2016-11-05 00:00:00.000;NULL;UGB ;7O ;3;93.70;93.70;0.00
251313;57;2016-11-05 00:00:00.000;NULL;UED ;7O ;3;127.70;127.70;0.00
251313;58;2016-11-05 00:00:00.000;NULL;UED ;7O ;1;62.90;62.90;0.00
251313;59;2016-11-05 00:00:00.000;NULL;UED ;7O ;4;147.60;147.60;0.00
251313;60;2016-11-05 00:00:00.000;NULL;8071;7O ;2;80.80;80.80;0.00
251313;61;2016-11-05 00:00:00.000;NULL;8071;7O ;1;58.90;58.90;0.00
251313;62;2016-11-05 00:00:00.000;NULL;UED ;7O ;2;65.80;65.80;0.00
251313;63;2016-11-05 00:00:00.000;NULL;UGB ;7O ;1;46.90;46.90;0.00
251313;64;2016-11-05 00:00:00.000;NULL;8071;7O ;1;40.90;40.90;0.00
251313;65;2016-11-05 00:00:00.000;NULL;UGB ;7O ;4;230.60;230.60;0.00
251313;66;2016-11-05 00:00:00.000;NULL;UED ;7O ;1;43.90;43.90;0.00
251313;67;2016-11-05 00:00:00.000;NULL;UGB ;7O ;1;22.90;22.90;0.00
251313;68;2016-11-05 00:00:00.000;NULL;UED ;7O ;1;38.90;38.90;0.00
251313;69;2016-11-05 00:00:00.000;NULL;8071;7O ;1;28.90;28.90;0.00
251313;70;2016-11-05 00:00:00.000;NULL;8080;7O ;1;18.90;18.90;0.00
251313;71;2016-11-05 00:00:00.000;NULL;UGB ;7O ;1;37.90;37.90;0.00
251313;72;2016-11-05 00:00:00.000;NULL;UED ;7O ;1;37.90;37.90;0.00
251313;73;2016-11-05 00:00:00.000;NULL;8080;7O ;1;46.90;46.90;0.00
251313;74;2016-11-05 00:00:00.000;NULL;UGB ;7O ;3;70.81;70.81;0.00
251313;75;2016-11-05 00:00:00.000;NULL;8080;7O ;3;59.70;59.70;0.00
251313;76;2016-11-05 00:00:00.000;NULL;UED ;7O ;1;35.90;35.90;0.00
251313;77;2016-11-05 00:00:00.000;NULL;8080;7O ;1;24.90;24.90;0.00
251313;78;2016-11-05 00:00:00.000;NULL;UGB ;7O ;1;37.90;37.90;0.00
251313;79;2016-11-05 00:00:00.000;NULL;8080;7O ;2;199.80;199.80;0.00
251313;80;2016-11-05 00:00:00.000;NULL;8071;7O ;1;37.90;37.90;0.00
251313;81;2016-11-05 00:00:00.000;NULL;UGB ;7O ;3;58.70;58.70;0.00
251313;82;2016-11-05 00:00:00.000;NULL;8071;7O ;1;37.90;37.90;0.00
251313;83;2016-11-05 00:00:00.000;NULL;8071;7O ;1;14.90;14.90;0.00
251313;84;2016-11-05 00:00:00.000;NULL;8080;7O ;3;32.90;32.90;0.00
251313;85;2016-11-05 00:00:00.000;NULL;UED ;7O ;1;37.90;37.90;0.00
251313;86;2016-11-05 00:00:00.000;NULL;8080;7O ;1;33.90;33.90;0.00
251313;87;2016-11-05 00:00:00.000;NULL;UED ;7O ;2;71.80;71.80;0.00
251313;88;2016-11-05 00:00:00.000;NULL;8080;7O ;3;30.70;30.70;0.00
251313;89;2016-11-05 00:00:00.000;NULL;8071;7O ;2;58.80;58.80;0.00
251313;90;2016-11-05 00:00:00.000;NULL;8071;7O ;1;43.90;43.90;0.00
251313;91;2016-11-05 00:00:00.000;NULL;8071;7O ;1;40.90;40.90;0.00
251313;92;2016-11-05 00:00:00.000;NULL;8080;7O ;3;37.70;37.70;0.00
251313;93;2016-11-05 00:00:00.000;NULL;8080;7O ;2;74.80;74.80;0.00
251313;94;2016-11-05 00:00:00.000;NULL;8071;7O ;4;84.60;84.60;0.00
251313;95;2016-11-05 00:00:00.000;NULL;8071;7O ;1;47.90;47.90;0.00
251313;96;2016-11-05 00:00:00.000;NULL;8080;7O ;3;178.70;178.70;0.00
251313;97;2016-11-05 00:00:00.000;NULL;8071;7O ;1;51.90;51.90;0.00
251313;98;2016-11-05 00:00:00.000;NULL;8071;7O ;1;38.90;38.90;0.00
251313;99;2016-11-06 00:00:00.000;NULL;UED ;7O ;1;40.90;40.90;0.00
251313;100;2016-11-06 00:00:00.000;NULL;8080;7O ;1;99.90;99.90;0.00
251313;101;2016-11-06 00:00:00.000;NULL;UGB ;7O ;1;47.90;47.90;0.00
251313;102;2016-11-06 00:00:00.000;NULL;UED ;7O ;1;62.90;62.90;0.00
251313;103;2016-11-06 00:00:00.000;NULL;UGB ;7O ;2;138.80;138.80;0.00
251313;104;2016-11-06 00:00:00.000;NULL;8080;7O ;4;93.60;93.60;0.00
251313;105;2016-11-06 00:00:00.000;NULL;UED ;7O ;1;61.90;61.90;0.00
251313;106;2016-11-06 00:00:00.000;NULL;UED ;7O ;1;28.90;28.90;0.00
251313;107;2016-11-06 00:00:00.000;NULL;UGB ;7O ;2;135.80;135.80;0.00
251313;108;2016-11-06 00:00:00.000;NULL;UED ;7O ;1;26.90;26.90;0.00
251313;109;2016-11-06 00:00:00.000;NULL;UGB ;7O ;2;88.80;88.80;0.00
251313;110;2016-11-06 00:00:00.000;NULL;8080;7O ;2;83.80;83.80;0.00
251313;111;2016-11-06 00:00:00.000;NULL;UED ;7O ;1;33.90;33.90;0.00
251313;112;2016-11-06 00:00:00.000;NULL;UGB ;7O ;1;24.90;24.90;0.00
251313;113;2016-11-06 00:00:00.000;NULL;8080;7O ;2;54.80;54.80;0.00
251313;114;2016-11-06 00:00:00.000;NULL;UED ;7O ;2;135.80;135.80;0.00
251313;115;2016-11-06 00:00:00.000;NULL;UGB ;7O ;3;43.70;43.70;0.00
251313;116;2016-11-06 00:00:00.000;NULL;8080;7O ;4;174.70;174.70;0.00
251313;117;2016-11-06 00:00:00.000;NULL;8080;7O ;3;115.70;115.70;0.00
251313;118;2016-11-06 00:00:00.000;NULL;UED ;7O ;3;88.70;88.70;0.00
251313;119;2016-11-07 00:00:00.000;NULL;UGB ;7O ;3;58.70;58.70;0.00
251313;120;2016-11-07 00:00:00.000;NULL;8080;7O ;3;24.90;24.90;0.00
251313;121;2016-11-07 00:00:00.000;NULL;UGB ;7O ;3;68.70;68.70;0.00
251313;122;2016-11-07 00:00:00.000;NULL;UGB ;7O ;2;64.80;64.80;0.00
251313;123;2016-11-07 00:00:00.000;NULL;8080;7O ;2;81.80;81.80;0.00
251313;124;2016-11-07 00:00:00.000;NULL;UGB ;7O ;1;31.90;31.90;0.00
251313;125;2016-11-07 00:00:00.000;NULL;8080;7O ;1;5.90;5.90;0.00
251313;126;2016-11-07 00:00:00.000;NULL;8071;7O ;2;70.80;70.80;0.00
251313;127;2016-11-07 00:00:00.000;NULL;8071;7O ;2;80.80;80.80;0.00
251313;128;2016-11-07 00:00:00.000;NULL;8071;7O ;2;81.80;81.80;0.00
251313;129;2016-11-07 00:00:00.000;NULL;UGB ;7O ;2;97.80;97.80;0.00
251313;130;2016-11-07 00:00:00.000;NULL;8071;7O ;1;58.90;58.90;0.00
251313;131;2016-11-07 00:00:00.000;NULL;8080;7O ;1;5.90;5.90;0.00
251313;132;2016-11-07 00:00:00.000;NULL;8080;7O ;1;17.00;17.00;0.00
251313;133;2016-11-07 00:00:00.000;NULL;8080;7O ;3;124.70;124.70;0.00
251313;134;2016-11-07 00:00:00.000;NULL;8071;7O ;4;97.60;97.60;0.00
251313;135;2016-11-07 00:00:00.000;NULL;8080;7O ;3;100.00;100.00;0.00
251313;136;2016-11-07 00:00:00.000;NULL;8071;7O ;2;43.80;43.80;0.00
251313;137;2016-11-07 00:00:00.000;NULL;8080;7O ;2;52.80;52.80;0.00
251313;138;2016-11-08 00:00:00.000;NULL;UED ;7O ;2;72.80;72.80;0.00
251313;139;2016-11-08 00:00:00.000;NULL;UED ;7O ;1;99.90;99.90;0.00
251313;140;2016-11-08 00:00:00.000;NULL;UED ;7O ;3;38.70;38.70;0.00
251313;141;2016-11-08 00:00:00.000;NULL;8080;7O ;1;37.90;37.90;0.00
251313;142;2016-11-08 00:00:00.000;NULL;8071;7O ;1;43.90;43.90;0.00
251313;143;2016-11-08 00:00:00.000;NULL;8071;7O ;3;100.70;100.70;0.00
251313;144;2016-11-08 00:00:00.000;NULL;8080;7O ;2;93.80;93.80;0.00
251313;145;2016-11-08 00:00:00.000;NULL;8071;7O ;2;46.80;46.80;0.00
251313;146;2016-11-08 00:00:00.000;NULL;8071;7O ;1;43.90;43.90;0.00
251313;147;2016-11-08 00:00:00.000;NULL;UED ;7O ;1;14.90;14.90;0.00
251313;148;2016-11-08 00:00:00.000;NULL;UED ;7O ;1;22.90;22.90;0.00
251313;149;2016-11-08 00:00:00.000;NULL;UED ;7O ;1;13.90;13.90;0.00
251313;150;2016-11-08 00:00:00.000;NULL;UED ;7O ;1;39.90;39.90;0.00
251313;151;2016-11-08 00:00:00.000;NULL;8071;7O ;1;47.90;47.90;0.00
251313;152;2016-11-08 00:00:00.000;NULL;8071;7O ;1;37.90;37.90;0.00
251313;153;2016-11-08 00:00:00.000;NULL;8080;7O ;1;34.90;34.90;0.00
251313;154;2016-11-08 00:00:00.000;NULL;8080;7O ;3;78.70;78.70;0.00
251313;155;2016-11-08 00:00:00.000;NULL;8080;7O ;4;78.80;78.80;0.00
251313;156;2016-11-08 00:00:00.000;NULL;8071;7O ;2;77.80;77.80;0.00
251313;157;2016-11-08 00:00:00.000;NULL;8071;7O ;3;70.70;70.70;0.00
251313;158;2016-11-08 00:00:00.000;NULL;8080;7O ;6;162.60;162.60;0.00
251313;159;2016-11-08 00:00:00.000;NULL;8071;7O ;1;46.90;46.90;0.00
251313;160;2016-11-09 00:00:00.000;NULL;UED ;7O ;2;102.80;102.80;0.00
251313;161;2016-11-09 00:00:00.000;NULL;UED ;7O ;5;143.50;143.50;0.00
251313;162;2016-11-09 00:00:00.000;NULL;UED ;7O ;1;43.90;43.90;0.00
251313;163;2016-11-09 00:00:00.000;NULL;UED ;7O ;2;47.80;47.80;0.00
251313;164;2016-11-09 00:00:00.000;NULL;UED ;7O ;1;33.90;33.90;0.00
251313;165;2016-11-09 00:00:00.000;NULL;UED ;7O ;3;122.70;122.70;0.00
251313;166;2016-11-09 00:00:00.000;NULL;UED ;7O ;1;33.90;33.90;0.00
251313;167;2016-11-09 00:00:00.000;NULL;UED ;7O ;2;53.80;53.80;0.00
251313;168;2016-11-09 00:00:00.000;NULL;UED ;7O ;3;17.70;17.70;0.00
251313;169;2016-11-09 00:00:00.000;NULL;UGB ;7O ;1;99.90;99.90;0.00
251313;170;2016-11-09 00:00:00.000;NULL;UED ;7O ;1;110.90;110.90;0.00
251313;171;2016-11-09 00:00:00.000;NULL;8071;7O ;4;77.60;77.60;0.00
251313;172;2016-11-09 00:00:00.000;NULL;8071;7O ;1;62.90;62.90;0.00
251313;173;2016-11-09 00:00:00.000;NULL;8071;7O ;3;43.90;43.90;0.00
251313;174;2016-11-09 00:00:00.000;NULL;UGB ;7O ;4;63.80;63.80;0.00
251313;175;2016-11-09 00:00:00.000;NULL;8071;7O ;3;113.70;113.70;0.00
251313;176;2016-11-09 00:00:00.000;NULL;UGB ;7O ;2;43.80;43.80;0.00
251313;177;2016-11-09 00:00:00.000;NULL;UGB ;7O ;2;64.80;64.80;0.00
251313;178;2016-11-09 00:00:00.000;NULL;UGB ;7O ;2;49.80;49.80;0.00
251313;179;2016-11-09 00:00:00.000;NULL;UGB ;7O ;2;83.80;83.80;0.00
251313;180;2016-11-09 00:00:00.000;NULL;8071;7O ;5;98.50;98.50;0.00
251313;181;2016-11-09 00:00:00.000;NULL;8071;7O ;2;46.80;46.80;0.00
251313;182;2016-11-09 00:00:00.000;NULL;UGB ;7O ;2;91.80;91.80;0.00
251313;183;2016-11-09 00:00:00.000;NULL;8071;7O ;3;99.70;99.70;0.00
251313;184;2016-11-09 00:00:00.000;NULL;UGB ;7O ;2;76.80;76.80;0.00
251313;185;2016-11-09 00:00:00.000;NULL;UGB ;7O ;2;63.80;63.80;0.00
251313;186;2016-11-10 00:00:00.000;NULL;UGB ;7O ;3;51.70;51.70;0.00
251313;187;2016-11-10 00:00:00.000;NULL;UGB ;7O ;2;58.80;58.80;0.00
251313;188;2016-11-10 00:00:00.000;NULL;UGB ;7O ;1;45.00;45.00;0.00
251313;189;2016-11-10 00:00:00.000;NULL;UGB ;7O ;3;47.90;47.90;0.00
251313;190;2016-11-10 00:00:00.000;NULL;UGB ;7O ;1;30.90;30.90;0.00
251313;191;2016-11-10 00:00:00.000;NULL;UGB ;7O ;4;97.60;97.60;0.00
251313;192;2016-11-10 00:00:00.000;NULL;UGB ;7O ;2;126.80;126.80;0.00
251313;193;2016-11-10 00:00:00.000;NULL;UED ;7O ;2;71.80;71.80;0.00
251313;194;2016-11-10 00:00:00.000;NULL;UED ;7O ;2;65.80;65.80;0.00
251313;195;2016-11-10 00:00:00.000;NULL;UGB ;7O ;2;63.80;63.80;0.00
251313;196;2016-11-10 00:00:00.000;NULL;8080;7O ;5;117.80;117.80;0.00
251313;197;2016-11-10 00:00:00.000;NULL;UED ;7O ;1;61.90;61.90;0.00
251313;198;2016-11-10 00:00:00.000;NULL;8080;7O ;2;62.80;62.80;0.00
251313;199;2016-11-10 00:00:00.000;NULL;UED ;7O ;2;73.80;73.80;0.00
251313;200;2016-11-10 00:00:00.000;NULL;8080;7O ;2;137.80;137.80;0.00
251313;201;2016-11-10 00:00:00.000;NULL;UED ;7O ;2;84.80;84.80;0.00
251313;202;2016-11-10 00:00:00.000;NULL;8080;7O ;3;111.70;111.70;0.00
251313;203;2016-11-10 00:00:00.000;NULL;UED ;7O ;1;43.90;43.90;0.00
251313;204;2016-11-10 00:00:00.000;NULL;UED ;7O ;2;97.80;97.80;0.00
251313;205;2016-11-10 00:00:00.000;NULL;UGB ;7O ;1;39.90;39.90;0.00
251313;206;2016-11-10 00:00:00.000;NULL;8080;7O ;2;53.80;53.80;0.00
251313;207;2016-11-10 00:00:00.000;NULL;8080;7O ;2;78.80;78.80;0.00
251313;208;2016-11-10 00:00:00.000;NULL;UED ;7O ;1;24.90;24.90;0.00
251313;209;2016-11-10 00:00:00.000;NULL;UED ;7O ;1;35.90;35.90;0.00
251313;210;2016-11-11 00:00:00.000;NULL;UED ;7O ;1;43.90;43.90;0.00
251313;211;2016-11-11 00:00:00.000;NULL;UGB ;7O ;1;28.90;28.90;0.00
251313;212;2016-11-11 00:00:00.000;NULL;UGB ;7O ;2;60.80;60.80;0.00
251313;213;2016-11-11 00:00:00.000;NULL;8071;7O ;2;77.80;77.80;0.00
251313;214;2016-11-11 00:00:00.000;NULL;UED ;7O ;2;69.80;69.80;0.00
251313;215;2016-11-11 00:00:00.000;NULL;8071;7O ;3;30.70;30.70;0.00
251313;216;2016-11-11 00:00:00.000;NULL;UGB ;7O ;2;52.80;52.80;0.00
251313;217;2016-11-11 00:00:00.000;NULL;UED ;7O ;2;73.80;73.80;0.00
251313;218;2016-11-11 00:00:00.000;NULL;UED ;7O ;1;47.90;47.90;0.00
251313;219;2016-11-11 00:00:00.000;NULL;8071;7O ;1;39.90;39.90;0.00
251313;220;2016-11-11 00:00:00.000;NULL;8071;7O ;1;43.90;43.90;0.00
251313;221;2016-11-11 00:00:00.000;NULL;8071;7O ;2;77.80;77.80;0.00
251313;222;2016-11-11 00:00:00.000;NULL;8080;7O ;1;43.90;43.90;0.00
251313;223;2016-11-11 00:00:00.000;NULL;UGB ;7O ;3;73.70;73.70;0.00
251313;224;2016-11-11 00:00:00.000;NULL;8080;7O ;1;58.90;58.90;0.00
251313;225;2016-11-11 00:00:00.000;NULL;8080;7O ;3;82.70;82.70;0.00
251313;226;2016-11-11 00:00:00.000;NULL;UGB ;7O ;2;11.90;11.90;0.00
251313;227;2016-11-11 00:00:00.000;NULL;UGB ;7O ;2;56.80;56.80;0.00
251313;228;2016-11-11 00:00:00.000;NULL;8080;7O ;3;97.70;97.70;0.00
251313;229;2016-11-11 00:00:00.000;NULL;8080;7O ;2;87.80;87.80;0.00
251313;230;2016-11-11 00:00:00.000;NULL;UGB ;7O ;2;85.80;85.80;0.00
251313;231;2016-11-11 00:00:00.000;NULL;8071;7O ;3;78.70;78.70;0.00
251313;232;2016-11-11 00:00:00.000;NULL;8071;7O ;1;99.90;99.90;0.00
251313;233;2016-11-11 00:00:00.000;NULL;UGB ;7O ;3;77.70;77.70;0.00
251313;234;2016-11-12 00:00:00.000;NULL;UED ;7O ;1;46.90;46.90;0.00
251313;235;2016-11-12 00:00:00.000;NULL;UGB ;7O ;2;58.80;58.80;0.00
251313;236;2016-11-12 00:00:00.000;NULL;UED ;7O ;1;110.00;110.00;0.00
251313;237;2016-11-12 00:00:00.000;NULL;UGB ;7O ;2;87.80;87.80;0.00
251313;238;2016-11-12 00:00:00.000;NULL;UED ;7O ;1;43.90;43.90;0.00
251313;239;2016-11-12 00:00:00.000;NULL;UGB ;7O ;1;99.90;99.90;0.00
251313;240;2016-11-12 00:00:00.000;NULL;8080;7O ;1;38.90;38.90;0.00
251313;241;2016-11-12 00:00:00.000;NULL;8071;7O ;2;73.80;73.80;0.00
251313;242;2016-11-12 00:00:00.000;NULL;8080;7O ;1;18.90;18.90;0.00
251313;243;2016-11-12 00:00:00.000;NULL;UED ;7O ;1;21.90;21.90;0.00
251313;244;2016-11-12 00:00:00.000;NULL;8071;7O ;1;12.00;12.00;0.00
251313;245;2016-11-12 00:00:00.000;NULL;8071;7O ;1;24.90;24.90;0.00
251313;246;2016-11-12 00:00:00.000;NULL;8080;7O ;1;38.90;38.90;0.00
251313;247;2016-11-12 00:00:00.000;NULL;8071;7O ;4;76.60;76.60;0.00
251313;248;2016-11-12 00:00:00.000;NULL;UED ;7O ;2;43.80;43.80;0.00
251313;249;2016-11-12 00:00:00.000;NULL;8080;7O ;1;99.90;99.90;0.00
251313;250;2016-11-12 00:00:00.000;NULL;UGB ;7O ;3;93.70;93.70;0.00
251313;251;2016-11-12 00:00:00.000;NULL;UED ;7O ;3;73.70;73.70;0.00
251313;252;2016-11-12 00:00:00.000;NULL;8071;7O ;2;47.80;47.80;0.00
251313;253;2016-11-12 00:00:00.000;NULL;8080;7O ;5;214.50;214.50;0.00
251313;254;2016-11-12 00:00:00.000;NULL;8080;7O ;2;77.80;77.80;0.00
251313;255;2016-11-12 00:00:00.000;NULL;8071;7O ;5;161.50;161.50;0.00
251313;256;2016-11-12 00:00:00.000;NULL;8080;7O ;4;132.60;132.60;0.00
251313;257;2016-11-12 00:00:00.000;NULL;8071;7O ;1;99.90;99.90;0.00
251313;258;2016-11-12 00:00:00.000;NULL;8071;7O ;3;110.70;110.70;0.00
251313;259;2016-11-12 00:00:00.000;NULL;8080;7O ;3;70.70;70.70;0.00
251313;260;2016-11-12 00:00:00.000;NULL;8071;7O ;2;80.80;80.80;0.00
251313;261;2016-11-13 00:00:00.000;NULL;8071;7O ;1;28.90;28.90;0.00
251313;262;2016-11-13 00:00:00.000;NULL;UGB ;7O ;2;57.80;57.80;0.00
251313;263;2016-11-13 00:00:00.000;NULL;UGB ;7O ;1;99.90;99.90;0.00
251313;264;2016-11-13 00:00:00.000;NULL;8071;7O ;3;101.70;101.70;0.00
251313;265;2016-11-13 00:00:00.000;NULL;8080;7O ;2;99.80;99.80;0.00
251313;266;2016-11-13 00:00:00.000;NULL;8080;7O ;2;53.80;53.80;0.00
251313;267;2016-11-13 00:00:00.000;NULL;8080;7O ;2;128.80;128.80;0.00
251313;268;2016-11-13 00:00:00.000;NULL;UGB ;7O ;2;76.80;76.80;0.00
251313;269;2016-11-13 00:00:00.000;NULL;8071;7O ;3;130.70;130.70;0.00
251313;270;2016-11-13 00:00:00.000;NULL;8071;7O ;1;99.90;99.90;0.00
251313;271;2016-11-13 00:00:00.000;NULL;UGB ;7O ;2;40.80;40.80;0.00
251313;272;2016-11-13 00:00:00.000;NULL;8080;7O ;1;37.90;37.90;0.00
251313;273;2016-11-14 00:00:00.000;NULL;UGB ;7O ;1;38.90;38.90;0.00
251313;274;2016-11-14 00:00:00.000;NULL;UGB ;7O ;1;33.90;33.90;0.00
251313;275;2016-11-14 00:00:00.000;NULL;UGB ;7O ;4;84.81;84.81;0.00
251313;276;2016-11-14 00:00:00.000;NULL;UGB ;7O ;1;31.90;31.90;0.00
251313;277;2016-11-14 00:00:00.000;NULL;UGB ;7O ;1;32.90;32.90;0.00
251313;278;2016-11-14 00:00:00.000;NULL;UED ;7O ;2;84.80;84.80;0.00
251313;279;2016-11-14 00:00:00.000;NULL;UED ;7O ;1;38.90;38.90;0.00
251313;280;2016-11-14 00:00:00.000;NULL;UGB ;7O ;1;12.00;12.00;0.00
251313;281;2016-11-14 00:00:00.000;NULL;UGB ;7O ;3;148.70;148.70;0.00
251313;282;2016-11-14 00:00:00.000;NULL;UED ;7O ;2;64.80;64.80;0.00
251313;283;2016-11-14 00:00:00.000;NULL;8080;7O ;4;77.60;77.60;0.00
251313;284;2016-11-14 00:00:00.000;NULL;UED ;7O ;2;66.80;66.80;0.00
251313;285;2016-11-14 00:00:00.000;NULL;UED ;7O ;1;39.90;39.90;0.00
251313;286;2016-11-14 00:00:00.000;NULL;UED ;7O ;3;34.70;34.70;0.00
251313;287;2016-11-14 00:00:00.000;NULL;8080;7O ;2;79.80;79.80;0.00
251313;288;2016-11-14 00:00:00.000;NULL;UGB ;7O ;1;28.90;28.90;0.00
251313;289;2016-11-14 00:00:00.000;NULL;UED ;7O ;2;42.80;42.80;0.00
251313;290;2016-11-14 00:00:00.000;NULL;8080;7O ;2;93.80;93.80;0.00
251313;291;2016-11-14 00:00:00.000;NULL;UED ;7O ;4;91.60;91.60;0.00
251313;292;2016-11-14 00:00:00.000;NULL;8080;7O ;2;102.80;102.80;0.00
251313;293;2016-11-14 00:00:00.000;NULL;8080;7O ;2;60.80;60.80;0.00
251313;294;2016-11-15 00:00:00.000;NULL;UED ;7O ;2;87.80;87.80;0.00
251313;295;2016-11-15 00:00:00.000;NULL;8080;7O ;2;74.80;74.80;0.00
251313;296;2016-11-15 00:00:00.000;NULL;UED ;7O ;2;133.80;133.80;0.00
251313;297;2016-11-15 00:00:00.000;NULL;8080;7O ;3;108.70;108.70;0.00
251313;298;2016-11-15 00:00:00.000;NULL;8080;7O ;1;46.90;46.90;0.00
251313;299;2016-11-15 00:00:00.000;NULL;UED ;7O ;2;58.80;58.80;0.00
251313;300;2016-11-15 00:00:00.000;NULL;8080;7O ;2;62.80;62.80;0.00
251313;301;2016-11-15 00:00:00.000;NULL;UED ;7O ;2;74.80;74.80;0.00
251313;302;2016-11-15 00:00:00.000;NULL;8080;7O ;1;35.90;35.90;0.00
251313;303;2016-11-15 00:00:00.000;NULL;8080;7O ;4;74.60;74.60;0.00
251313;304;2016-11-15 00:00:00.000;NULL;UED ;7O ;2;138.80;138.80;0.00
251313;305;2016-11-15 00:00:00.000;NULL;UED ;7O ;1;122.90;122.90;0.00
